Python,OOP,Easy,What is a class in Python?,A class is a blueprint for creating objects and defining their behavior.
Python,OOP,Easy,What is an object in Python?,An object is an instance of a class.
Python,OOP,Easy,What is inheritance?,Inheritance allows a class to acquire properties and methods from another class.
Python,OOP,Medium,What is polymorphism?,Polymorphism allows methods to behave differently based on the object calling them.
Python,OOP,Medium,What is encapsulation?,Encapsulation restricts direct access to data and bundles it with methods.
Python,OOP,Medium,What is abstraction?,Abstraction hides implementation details and exposes only essential features.
Python,OOP,Hard,What is method overriding?,It allows a child class to provide a different implementation of a parent class method.
Python,OOP,Hard,What is multiple inheritance?,A class inheriting from more than one parent class.
Python,OOP,Hard,What is MRO in Python?,Method Resolution Order determines the order in which base classes are searched.
Python,OOP,Hard,What is the super() function?,It is used to call methods of a parent class.

Python,Functions,Easy,What is a function?,A reusable block of code designed to perform a specific task.
Python,Functions,Easy,What is the difference between parameters and arguments?,Parameters are variables in a function definition while arguments are values passed to the function.
Python,Functions,Easy,What is a return statement?,It sends a value back from a function.
Python,Functions,Medium,What are lambda functions?,Anonymous functions defined using the lambda keyword.
Python,Functions,Medium,What is recursion?,A function calling itself directly or indirectly.
Python,Functions,Medium,What are default arguments?,Arguments with predefined values.
Python,Functions,Medium,What is *args?,Allows passing multiple positional arguments.
Python,Functions,Medium,What is **kwargs?,Allows passing multiple keyword arguments.
Python,Functions,Hard,What are decorators?,Functions that modify the behavior of other functions.
Python,Functions,Hard,What are generators?,Functions that yield values one at a time using yield.

Python,Lists,Easy,What is a list?,An ordered mutable collection of items.
Python,Lists,Easy,How do you add elements to a list?,Using append() or extend().
Python,Lists,Easy,How do you remove elements from a list?,Using remove(), pop(), or del.
Python,Lists,Medium,What is list comprehension?,A concise way to create lists.
Python,Lists,Medium,Difference between append() and extend()?,append adds one item while extend adds multiple items.
Python,Lists,Medium,How do you sort a list?,Using sort() or sorted().
Python,Lists,Hard,What is shallow copy?,Copies references of nested objects.
Python,Lists,Hard,What is deep copy?,Creates completely independent copies.
Python,Lists,Hard,What is the time complexity of list append?,Amortized O(1).
Python,Lists,Hard,What is slicing?,Extracting parts of a sequence using indexes.

Python,Dictionaries,Easy,What is a dictionary?,A collection of key-value pairs.
Python,Dictionaries,Easy,How do you access dictionary values?,Using keys.
Python,Dictionaries,Easy,Can dictionary keys be duplicated?,No.
Python,Dictionaries,Medium,What does get() do?,Safely retrieves a value without raising KeyError.
Python,Dictionaries,Medium,What is the difference between keys() and values()?,keys() returns keys and values() returns values.
Python,Dictionaries,Medium,How do you iterate through a dictionary?,Using loops and items().
Python,Dictionaries,Hard,How are dictionaries implemented?,Using hash tables.
Python,Dictionaries,Hard,What is a hash function?,A function that converts data into a fixed-size value.
Python,Dictionaries,Hard,What is dictionary comprehension?,A concise way to create dictionaries.
Python,Dictionaries,Hard,What causes hash collisions?,Different keys producing the same hash value.

Python,Modules,Easy,What is a module?,A file containing Python code.
Python,Modules,Easy,How do you import a module?,Using the import statement.
Python,Modules,Easy,What is the purpose of pip?,To install Python packages.
Python,Modules,Medium,What is a package?,A collection of related modules.
Python,Modules,Medium,What is __name__ in Python?,A special variable indicating how a module is executed.
Python,Modules,Medium,What does if __name__ == '__main__' mean?,It runs code only when the file is executed directly.
Python,Modules,Hard,What is PYTHONPATH?,An environment variable that specifies module search paths.
Python,Modules,Hard,What are virtual environments?,Isolated environments for Python projects.
Python,Modules,Hard,Difference between module and package?,A module is a single file while a package is a collection of modules.
Python,Modules,Hard,What is __init__.py?,A file that marks a directory as a Python package.
SQL,Joins,Easy,What is SQL?,SQL is a language used to manage and query relational databases.
SQL,Joins,Easy,What is an INNER JOIN?,Returns matching rows from both tables.
SQL,Joins,Easy,What is a LEFT JOIN?,Returns all rows from the left table and matching rows from the right.
SQL,Joins,Medium,What is a RIGHT JOIN?,Returns all rows from the right table and matching rows from the left.
SQL,Joins,Medium,What is a FULL OUTER JOIN?,Returns all matching and non-matching rows from both tables.
SQL,Joins,Medium,What is a SELF JOIN?,A table joined with itself.
SQL,Joins,Hard,What is a CROSS JOIN?,Returns the Cartesian product of two tables.
SQL,Joins,Hard,When should INNER JOIN be preferred over OUTER JOIN?,When only matching records are needed.
SQL,Joins,Hard,What happens if join conditions are omitted?,A Cartesian product may be produced.
SQL,Joins,Hard,Difference between JOIN and UNION?,JOIN combines columns while UNION combines rows.

SQL,Subqueries,Easy,What is a subquery?,A query nested inside another query.
SQL,Subqueries,Easy,Where can subqueries be used?,SELECT FROM WHERE and HAVING clauses.
SQL,Subqueries,Easy,Can a subquery return multiple rows?,Yes depending on the operator used.
SQL,Subqueries,Medium,What is a correlated subquery?,A subquery that depends on the outer query.
SQL,Subqueries,Medium,Difference between correlated and non-correlated subqueries?,One depends on outer query while the other executes independently.
SQL,Subqueries,Medium,What is EXISTS?,Checks if a subquery returns any rows.
SQL,Subqueries,Hard,Difference between EXISTS and IN?,EXISTS checks existence while IN compares values.
SQL,Subqueries,Hard,Can subqueries affect performance?,Yes especially correlated subqueries.
SQL,Subqueries,Hard,When would JOIN be preferred over subqueries?,For better readability and performance in many cases.
SQL,Subqueries,Hard,Can subqueries be nested?,Yes multiple levels are possible.

SQL,Indexes,Easy,What is an index?,A database object that improves query performance.
SQL,Indexes,Easy,Why are indexes used?,To speed up data retrieval.
SQL,Indexes,Easy,Do indexes improve INSERT performance?,No they may slow writes.
SQL,Indexes,Medium,What is a clustered index?,Determines physical storage order of data.
SQL,Indexes,Medium,What is a non-clustered index?,Stores index separately from table data.
SQL,Indexes,Medium,How many clustered indexes can a table have?,Only one.
SQL,Indexes,Hard,What is index fragmentation?,Inefficient index storage causing performance issues.
SQL,Indexes,Hard,How do you rebuild an index?,Using ALTER INDEX REBUILD.
SQL,Indexes,Hard,What is a covering index?,An index containing all required query columns.
SQL,Indexes,Hard,Can too many indexes be harmful?,Yes they increase storage and update cost.

SQL,Constraints,Easy,What is a PRIMARY KEY?,A unique identifier for each row.
SQL,Constraints,Easy,What is a FOREIGN KEY?,A column referencing another table.
SQL,Constraints,Easy,What is a UNIQUE constraint?,Ensures all values are unique.
SQL,Constraints,Medium,What is a NOT NULL constraint?,Prevents NULL values.
SQL,Constraints,Medium,What is a CHECK constraint?,Validates data based on a condition.
SQL,Constraints,Medium,What is a DEFAULT constraint?,Provides a default value when none is supplied.
SQL,Constraints,Hard,Difference between PRIMARY KEY and UNIQUE?,Primary key cannot contain NULL values.
SQL,Constraints,Hard,Can a table have multiple UNIQUE constraints?,Yes.
SQL,Constraints,Hard,Why use FOREIGN KEY constraints?,To maintain referential integrity.
SQL,Constraints,Hard,What is cascading delete?,Automatically deletes related child records.

SQL,Views,Easy,What is a view?,A virtual table based on a query.
SQL,Views,Easy,Why use views?,To simplify complex queries.
SQL,Views,Easy,Can views store data?,Regular views do not store data.
SQL,Views,Medium,What is an indexed view?,A view with a physical index.
SQL,Views,Medium,Can views improve security?,Yes by restricting access to columns and rows.
SQL,Views,Medium,Can data be modified through views?,Sometimes depending on the view definition.
SQL,Views,Hard,Difference between view and table?,Views are virtual while tables store data.
SQL,Views,Hard,What are materialized views?,Views whose results are physically stored.
SQL,Views,Hard,When should views be avoided?,For highly complex queries with performance concerns.
SQL,Views,Hard,Can a view be based on another view?,Yes.
DBMS,Normalization,Easy,What is normalization?,Normalization is the process of organizing data to reduce redundancy and improve integrity.
DBMS,Normalization,Easy,What is 1NF?,First Normal Form removes repeating groups and ensures atomic values.
DBMS,Normalization,Easy,What is 2NF?,Second Normal Form removes partial dependencies.
DBMS,Normalization,Medium,What is 3NF?,Third Normal Form removes transitive dependencies.
DBMS,Normalization,Medium,What is BCNF?,Boyce-Codd Normal Form is a stronger version of 3NF.
DBMS,Normalization,Medium,Why is normalization important?,It reduces redundancy and prevents anomalies.
DBMS,Normalization,Hard,What are insertion anomalies?,Problems caused when inserting data into poorly designed tables.
DBMS,Normalization,Hard,What are update anomalies?,Issues where multiple rows must be updated to maintain consistency.
DBMS,Normalization,Hard,What are deletion anomalies?,Loss of important data due to deleting a row.
